an,title,snippet,body
BBCAP00020240313ek3d000m9,Chad website reports dissolution of opposition party,"By BBC Monitoring

Independent news website Tchad One reported on 13 March that the Chadian government has dissolved the Socialist Party Without Borders (PSF).&#160;","""Two weeks to the day after the assassination of Yaya Dillo, president of the PSF, the arrest of its activists and the demolition of its headquarters, Mahamat Kaka [President Gen Mahamat Idriss Deby] orders the dissolution of the PSF,"" Tchad One said in a post on X (formerly Twitter).&#160;

It added that the Minister of State and Minister of Territorial Administration and Decentralisation, Limane Mahamat, carried out the task of suspending the party&#8217;s activities and requesting the head of the Supreme Court Samir Anour to carry out the dissolution of the party.&#160;

The post contained a bilingual Arabic-French document dated 29 February and signed by Mahamat ordering the court to dissolve the party.&#160;

Tchad One called it the ""repression of a political party"" and a ""first"" in 34 years of ""pseudo-democracy"" stressing that it happened two days after President Deby asked for forgiveness for his mistakes.&#160;

The post further implied that the recent&#160;visit by French President Emmanuel Macron&#8217;s envoy Jean Marie Bockel to Chad prompted the move as he expressed France&#8217;s support and ""admiration"" for President Deby.&#160;

Tchad One said that alleged attempts by the government to ""erase Dillo from the presidential landscape"" would fail as he remained ""in the hearts of all Chadians deprived of justice and change"".&#160;

On 29 February, opposition leader Dillo was killed by security forces after being accused - alongside his party - of plotting to murder the head of the country's Supreme Court. He was a cousin of President Deby.&#160;

Subsequently, Chadian authorities demolished the party&#8217;s headquarters on 1 March. &#160;

Source: X (formerly Twitter) in French 13 Mar 24"
BBCAP00020240319ek3j0005l,Website links Chad leader's UAE visit to plan to 'rescue' Sudan's RSF,"By BBC Monitoring

Chadian pro-opposition news website TchadOne reported on X (formerly Twitter) on 18 March that junta chief Gen Mahamat Idriss Deby&#8217;s ongoing trip to the United Arab Emirates (UAE) is largely in response to recent setbacks suffered by the Sudan&#8217;s Rapid Support Forces (RSF) militia in fighting in the Khartoum area and elsewhere in Sudan.","The UAE is widely seen as the RSF&#8217;s patron and according to the website the &#8220;high risk&#8221; trip by Mahamat was prompted by the UAE, which intends to finalise preparations for Chadian military support for the RSF, to reverse recent defeats suffered in the Sudanese war.

&#8220;This high-risk move for Kaka [Mahamat Deby], who has not left Chad for months, comes at a time when Gen [Mohamed Hamdan Dagalo, also known as] Hemedti is experiencing difficulties in Sudan. After the fall of Omdurman three days ago [15 March], the Sudanese army is tightening its grip on Khartoum, where thousands of men from the RSF, supported by arms and fuel from the Emirates via the Chadian junta, are trapped,&#8221; the website said.

&#8220;According to two corroborating sources confirmed by TchadOne, the Emirates are going to ask the Chadian regime's army to intervene directly on the Sudanese front to rescue Hemedti. The plan is to deploy a force of several thousand men armed and financed by the Emiratis, with the aim of storming Khartoum and then Port Sudan.&#8221; &#160;&#160;

It added that France through a presidential envoy tried to dissuade Mahamat from proceeding with the plan, but key political allies such as Mahamat&#8217;s chief of staff, Idriss Youssouf Boy are strong advocates, TchadOne claimed.

Sudan has repeatedly accused the Chadian junta of channelling UAE military aid to the RSF, an allegation N&#8217;Djamena denies.

Chad is hosting more than 500,000 Sudanese refugees and is a key entry point for aid entering Sudan's besieged Darfur region.

Source: X (formerly Twitter) in French 18 Mar 24"
BBCEUP0020240328ek3s002bd,"Latvian ministries told to develop plan to exit Russia, Belarus","Text of report in English by Latvian news agency LETA on 28 March

Riga, 28 March: Prime Minister Evika Silina (New Unity) has tasked the Ministries of Transport and Economics with developing a plan for the transport and logistics sector's exit from the Russian and Belarussian markets.","After Thursday's meeting of the Latvian Ports, Transit and Logistics Council, Silina said on X (formerly Twitter) that the meeting focused on the Russian and Belarusian transit freight's impact on the Latvian transport and logistics sector, as well as the sector's switch to other markets.

After the meeting, the prime minister concluded that the sector is prepared for the change.

Silina has therefore given the Ministries of Transport and Economics two months to work out the plan and come up with possible solutions.

An operational management group will be set up to develop scenarios for the sector and make proposals to the council on the way forward, Silina said.

As reported, the Latvian Ports, Transit and Logistics Council was convened today to discuss with the industry the inevitable need for the sector to switch to new markets.

Previously, Economics Minister Viktors Valainis (Greens/Farmers) said that the situation has to be discussion on the highest level to figure out how the port infrastructure can be best used for the benefit of the Latvian economy and speed up the sector's switch to new markets.

Source: LETA website, Riga, in English 1626 gmt 28 Mar 24"
BBCEUP0020240308ek38001p5,Latvia advises against travel to Russia over terror threat,"Text of report in English by Latvian news agency LETA on 8 March

Riga, 8 March: The Foreign Ministry is advising people against traveling to Russia after a warning of possible terror acts extremists are reportedly planning in Moscow, the ministry said on X (formerly Twitter).","The Foreign Ministry also calls on travelers from Latvia to avoid large gatherings in Moscow.

US Embassy has advised its citizens in Moscow, Russia, to avoid large gatherings through at least March 9 due to possible terror acts in the next 48 hours. The warning has been posted on the embassy's website.

""The Embassy is monitoring reports that extremists have imminent plans to target large gatherings in Moscow, to include concerts, and U.S. citizens should be advised to avoid large gatherings over the next 48 hours,"" the US Embassy says in the statement.

The statement contains no other details on the possible terror acts.

Source: LETA website, Riga, in English 0830 gmt 8 Mar 24"
BBCMAP0020240326ek3q00001,Colombia makes largest cocaine seizure in nation's Caribbean area so far in 2024,"By BBC Monitoring

Colombia's Navy carried out the largest seizure of cocaine in the Colombian Caribbean so far in 2024 - over 3.3 tonnes valued at 113m US dollars - according to a 26 March posting on the official X account of Admiral Francisco Cubides Granados, the commander of the Colombian Navy.","The admiral's message was re-posted by the Navy's own X account. A press release was also published on 26 March on the Colombian Navy's website. &#160;&#160;

The report said that the 3,355 kg of cocaine seized were being transported in a go-fast boat in Colombia's islands department of San Andres and Providencia. It added that the seizure was the result of a combined operation between the the Colombian Navy, the Colombian Air Force and the Joint Interagency Task Force of the United States Southern Command.&#160;

According to the statement, the drug-carrying vessel was stopped by a Quick Reaction Unit from the San Andres Coast Guard Station after being chased for several miles by the Colombian Navy.

""During the procedure, the subjects crewing the vessel began evasive actions, throwing packages into the water,"" the report said.

The intercepted boat was crewed by five people, three of Colombian nationality, one Honduran and one Venezuelan, according to the press release. It added that, following the seizure, the vessel was taken to the San Andres Coast Guard Station dock.

The statement said that, thanks to this seizure, ""more than eight million doses will not reach the streets of different countries"". The report did not specify which countries.

""Largest cocaine shipment of the year seized in the Colombian Caribbean,"" the Colombian statement said in its headline. &#160;

Source: X (formerly Twitter) in Spanish 1611 GMT 26 Mar 24"
BBCMAP0020240315ek3f00001,Colombia court convicts former presidential candidate Hernandez for corruption,"By BBC Monitoring

A court in Colombia convicted former presidential candidate Rodolfo Hernandez for corruption, state news network RTVC reported on a post in social media platform X on 14 March.&#160;","Hernandez, who narrowly lost the presidency in 2022 to the current head of state Gustavo Petro, was found guilty of irregularities committed when he was mayor of the north-eastern Colombian city of Bucaramanga.

The post by RTVC said that ""irregularities were found in a consultancy contract subscribed with the Bucaramanga Municipal Sanitation Company"" when Hernandez was mayor of that city, a position he held between 2016 and 2019.

In 2022, Hernandez, then a relatively unknown provincial politician, jumped to national prominence when he launched an independent presidential bid strongly based on social media, in which he promised to fight against corruption.&#160;

The self-described ""Colombian King of TikTok"", trading on his image as an outsider who said he would defy traditional political elites, became the campaign's biggest surprise, and in the first round of the presidential election, held in May 2022, was the runner-up, obtaining around 28% of the vote.&#160;

Since no candidate obtained more than 50% of the vote during this first round, Petro and Hernandez went on to a runoff election held on 19 June 2022, in which Petro prevailed, becoming the country's first-ever head of state.

The media report by RTVC said that the judge in the Hernandez case would announce his sentence on 13 June.

Source: X (formerly Twitter) in Spanish 0000 GMT 14 Mar 24"
BBCMEP0020240327ek3r0018h,"Uyghur militant group in Syria announces senior appointments, urges unity","By BBC Monitoring

The Uyghur militant group, Turkistan Islamic Party (TIP), has issued a statement announcing two senior appointments in its Syria branch, and calling for unity.","The announcement comes amid significant unrest in north-west Syria, where TIP is based, that is threatening the standing of Islamist group Hayat Tahrir al-Sham (HTS), of which TIP is a longstanding ally.

See: Analysis: Protests shake HTS's grip on Syria rebel bastion

While the TIP statement did not refer to the anti-HTS protests in rebel-held Idlib, the bastion of HTS, it did hint at difficult circumstances facing TIP, as it called for ""cohesion"" and ""unity"".&#160;

The one-page statement in Arabic was dated 24 March 2024 and signed by TIP's top leader, ""Abd al-Haqq"". It was shared the following day on Telegram by a number of Syria-focused Islamist and pro-opposition accounts, including by former HTS member Abu Yahya al-Farghali.

Appointments

The statement announced the appointment of two deputies to TIP-Syria leader, Abu Omar Kawthar.&#160;

They were named as Abu Muhammad (aka Zahid Qari), identified as TIP-Syria's military commander, and someone named only as Sheikh Touba, whose honorary title of ""Sheikh"" suggests seniority or scholarly credentials.

Both individuals appear to be relatively unknown, with little apparent online presence in jihadist social media circles.

The statement said the decision to make these appointments came after consultations between the Shura councils of central TIP and its Syrian branch.

It also stressed the importance of communication between the central TIP leadership and its Syria chapter.

&#8220;We ask of the brothers to obey what is correct, and advise all officials in the Syrian branch to make sure to communicate with their central leadership and interact it with it righteously.&#8221;

Message on unity

The message carried an implicit warning against fragmentation, hinting at difficult times for TIP followers.

Addressing its members in Syria, the leadership told them: &#8220;At a time when Islam has become alienated, and especially the Muslims of Turkistan, who are subject to terrible persecution, we ask of you to preserve the unity of the group and strengthen cooperation between yourselves and be at peace with one another.&#8221;

It also urged them to obey TIP leadership, whilst also encouraging them to offer advice and suggestions.&#160;

Overall, the statement was vague on why the appointments were made, if they replaced existing officials or were new, and if TIP has been affected by the protests dogging its ally, HTS.&#160;

The TIP has been active in northern Syria since the early days of the Syrian conflict. It has been fighting alongside HTS, under the latter's joint operations room al-Fatah al-Mubin, while officially remaining autonomous and often trying to avoid infighting and inter-rebel friction.&#160;

The group frequently criticises China for occupying the Muslim-majority region of Xinjiang, which it calls &#8220;East Turkistan,&#8221; and for the alleged persecution of Uyghur Muslims.&#160;

In December last year, TIP set up social media accounts, but the group's media operation and outlets nevertheless continue to suffer from instability.

Source: X (formerly Twitter) in Arabic 1430 GMT 25 Mar 24"
BBCMEP0020240325ek3p00001,BBCM Iran Watchlist for 25 March,"Stories being covered today by BBC Monitoring from Iranian broadcast, press and social media sources

(As Iran marks Nowruz, New Year, holidays, newspapers are not being published. Most newspapers are expected to resume publication on 2 April.)","Officials condemn Israeli 'siege' of Al-Shifa Hospital in Gaza

Foreign Ministry Spokesperson Nasser Kanani yesterday condemned a week of an Israeli ""siege"" of Al-Shifa Hospital in Gaza, saying that Israel was adding ""another shameful page to its disastrous history and dark list of crimes"".

International-facing English-language Press TV highlighted reports that Israeli troops were ""raping Palestinian women before killing them"" at the hospital.

See: Briefing: Anger online after Palestinian said Israel forces raped Gaza women

Kanani repeated these claims in his statement, calling on the international community to take ""effective and decisive steps"" to set up an international investigative group to ""reveal the volume of the war crimes"" of Israel at the hospital.

Israel says that it has killed more than 170 gunmen at the hospital in an extensive raid, while Kanani stressed that 170 ""patients, medical staff and displaced Palestinians"" were killed in Israel's ""horrific crimes"".

Yesterday, Iran's Foreign Minister Hossein Amir-Abdollahian discussed the Gaza war with his Omani counterpart Badr al-Busaidi, condemning Israel's ""barbaric and inhumane actions"" at Al-Shifa Hospital.

Somalia releases 33 Iranian fishermen and sailors detained last year

Iranian broadcast media reported this morning that Somalia had released 33 Iranian fishermen and sailors detained for illegal fishing in last summer.

Ali Gholampour, Iran's ambassador to Kenya and Somalia, said yesterday that the release of the fishermen could pave the way for restoring ties between Mogadishu and Tehran.

Somalia cut diplomatic ties with Iran in 2016 after accusing Tehran of trying to destabilise the Horn of Africa nation.

Iranians online criticise 'merciful dealing' call for cleric in land-grabbing scandal

Anti-establishment Iranians online have criticised a call by the conservative Hamshahri newspaper to ""treat with religious mercy"" the case of senior cleric Hojjat ol-Eslam Kazem Seddiqi who has recently been at the centre of an illegal land seizure scandal.

See:&#160;Briefing: Allegations of land grabbing by senior cleric stir controversy in&#160;Iran

Users wondered why the ""merciful approach"" was not exercised in regard with ordinary citizens and critics of the establishment.

""Religious mercy-based dealing for insiders, decisive dealing with outsiders,"" one user said sarcastically in a post on X (formerly Twitter).

Some asked why protesters were executed for petty crimes such as ""setting fire to dustbins"" during the 2022 nationwide protests rather than being granted such ""merciful treatment"". Charges against Mohsen Shekari, who was the first protester executed in relation to the 2022 unrest, included blocking a street and setting fire to a dustbin alongside wounding a security force officer.

They circulated photos of the protesters executed or killed, as well as other cases of police crackdown and political prisoners, under the hashtag ""merciful dealing"".

See also

Briefing: Rouhani, Zarif reveal new details on Iran's 2020 attack on US base

Source: BBC Monitoring 25 Mar 24"
BBCMNF0020240323ek3n000gp,"Mali, Burkina Faso condemn attack on Russian concert hall","By BBC Monitoring

Mali and Burkina Faso have condemned an attack on a packed concert venue on the outskirts of Russia's capital Moscow that left at least 60 people dead on 22 March and wounded more than 100 others.","Malian military leader Colonel Assimi Goita said on X (formerly Twitter) that he learned with ""extreme sorrow of the cowardly and barbaric terrorist attack against the Russian people"".

""During this painful time, I want to express my sympathy to President Vladimir Putin and his wounded people,"" he added.

Malian government spokesman Colonel Abdoulaye Maiga said in a statement that the West African nation was determined ""to pursue with the Russian Federation the fight against terrorism"".&#160;

Burkina Faso's government said in a statement that it condemned the ""despicable and inhumane"" attack on the Crocus City Hall in Krasnogorsk &#160;and expressed solidarity with the Russian people in the fight against ""terror and blind violence"".

The Islamic State (IS) group claimed responsibility for the attack.

Mali and Burkina Faso have pivoted towards Russia since 2020 amid tense relations between the Sahel nations and the West.

Source: X (formerly Twitter) in French on 22 Mar 24"
BBCMNF0020240324ek3o000xd,Ukraine says two Russian warships hit in Sevastopol,"By BBC Monitoring

The Ukrainian military has struck two Russian warships and the Black Sea Fleet's communications centre in Sevastopol, the Ukrainian army's Strategic Communications Department has reported.&#160;","In a Telegram post on 24 March, it said: ""The defence forces of Ukraine successfully hit the Yamal and Azov large landing ships, the communications centre and also several infrastructure facilities of the Black Sea Fleet of the Russian Federation in temporarily occupied Sevastopol."" &#160;

Earlier, the Ukrayinska Pravda website quoted the OSINTtechnical account on X (formerly Twitter) as saying that ""at least three"" Ukrainian Storm Shadow cruise missiles hit the fleet's communications centre on the evening of 23 March. The strike on the facility was also reported by the pro-Ukrainian Telegram channel Krymsky Veter (Crimean Wind).

Ukrainian Air Force commander Mykola Oleshchuk posted on Telegram later the same day: ""The sky and the sea are of the same colour! I thank pilots and sailors for their successful combat work! Crimea is OURS!""

Media earlier reported multiple explosions in Sevastopol.

Source: Telegram messaging service in Ukrainian 0820 GMT 24 Mar 24"
BBCSAP0020240320ek3k000jh,"Highlights from Maldives' Dhivehi-language press, websites 20 Mar 24","The following is a BBCM selection of major news items published in Maldives' Dhivehi-language press and online media outlets on 20 March 2024.

Sun.mv","Minister says foreign currency rate stabilising

Minister of Economic Development Mohamed Saeed on 19 March, in a post on X (formerly Twitter), noted that the Maldives' exchange rate has become more stable, and that the rufiyaa should appreciate even further in the near future. The minister highlighted that it was the efforts of President Dr Mohamed Muizzu that allowed the country to recover from the challenging situation it had been in, in November 2023. Former president Mohamed Nasheed had also noted that the US dollar situation in the country was improving, suggesting that it may be because the government has halted printing money to finance its expenditure. He said as a result, inflation is also decreasing. The previous government had suspending several articles of the Fiscal Responsibility Act and printed money as a measure to manage the economic decline due to the Covid-19 pandemic, and the parliament had approved the government printing 4.4bn rufiyaa ($285.3m) per year. Although the official exchange rate of the Maldives is 15.42 rufiyaa to a US dollar, US dollars are not available on the market at this rate, with the black-market exchange rate now between 17 and 17.40 rufiyaa per US dollar. [Online, Approximate Words: 200]

[This is a prominent Dhivehi-language news website that generally carries objective reporting. It is owned by the Sun Media Group, the largest private media house in the Maldives.]

Avas

Lawmaker proposes changes to number of parliament members

The Democrats Member of Parliament for Medhu Henveiru constituency, Ali Azim, on 19 March submitted a constitutional amendment to parliament to change the number of lawmakers in parliament. The amendment proposes that the change come into effect after the next term of parliament and beginning with the 21st parliament (the current 19th parliament's term will expire in 2024, with elections for the 20th parliament scheduled for 21 April). The amendment proposes one lawmaker for constituencies with between 6,000 and 12,000 people, two lawmakers for constituencies with 12,000 to 18,000 people, three lawmakers for 18,000 to 24,000 people, four for those between 24,000 and 36,000 people, and five for constituencies with more than 36,000 people. It also proposes to allocate one of 10 constituencies a political party contests in for women. [Online, Approximate Words: 200]

[This is a Dhivehi-language news website run by ""Mundoo"" Adam Haleem and owned by former lawmaker Abdullah Sinan. The website is generally critical of the opposition Maldivian Democratic Party and Jumhooree Party.]

Mihaaru

Police salaries increased by 35%

Superintendent of Police Ahmed Shifan on 19 March announced a 35% increase in salaries for all police personnel from March. Shifan said the change will see a special allowance for police officers based on their category of work in addition to their basic salaries. He said while allowances had earlier been paid under various names, there will be only four types of payments from March- namely basic salary, position allowance, allowance depending on category of work, and risk allowance. He noted that the focus in the revised pay structure is to make a significant change to the pay for police personnel who work on the streets providing direct service to people. [Online, Approximate Words: 320]

[Mihaaru is a Dhivehi-language daily that generally carries objective reporting and does not appear to favour any political party. The newspaper widely covers political developments, radicalisation, and counter-terrorism-related developments in the Maldives.]

Raajje.mv

Government reports decline in import, export revenue for Feb

The Maldives Customs Service (MCS) on 19 March reported decline in both import and export revenue in February 2024. It said the CIF cost of imports in 2024 had been 4% higher than in February 2023, but that revenue to the government from imports had shown a 30% decline. The Maldives' top import markets in February were Oman, India, United Arab Emirates, China, and Singapore. The government recorded royalty receipts of 1.02m rufiyaa ($66.147) in February. [Online, Approximate Words: 160]

[This is the Dhivehi-language website of widely watched, privately-run television news channel Raajje TV that supports the opposition Maldivian Democratic Party. The website provides detailed coverage of government actions and statements and sometimes criticises Chinese involvement in the Maldives.]

Vaguthu

Minister notes need to improve education quality

Minister of Education Dr Ismail Shafeeu on 19 March said although there are successes attained in the Maldives' education system, it has still not achieved the target of students passing at least five subjects at the ordinary level examinations [O levels, main examination for students at completion of class 10]. In response to a question in parliament by Member of Parliament for Ungoofaaru constituency, Mohamed Waheed, the minister noted that the Maldives' education system is based on an international curriculum and is one of the few countries in the Asian region that provides a universal education based on it. He highlighted that the ministry's target is for 65% of students taking the O'level examinations to pass five subjects, expressed the ministry's concern over this target not being reached and said national-level efforts are needed to improve student's education standards. The minister also highlighted that given the traditional school infrastructure of schools across the country, it was challenging to provide skills training and STEM labs. [Online, Approximate Words: 260]

[This is a Dhivehi-language news website that was founded by a youth group that favours the ruling Progressive Party of Maldives and People's National Congress and criticises politicians from the opposition Maldivian Democratic Party. The website generally backs China and strongly criticises India.]

Channel News Maldives

High court orders public service media case to be reviewed

The High Court of Maldives on 19 March annulled a previous ruling ordering Public Service Media (PSM) to pay 78m rufiyaa ($5.1m) to the Business Image Group (BIG) company and for the case to be reviewed again. The Civil Court in 2016 had ordered the payment be made in relation to transactions made by the Maldives National Broadcasting Corporation (MNBC) in 2010 during former president Nasheed's administration. The high court, in its ruling, said while the ruling was issued against MNBC, given that MNBC's assets and debt have now been transferred to the PSM, and given that the interests of PSM are now involved in the case, PSM should be a party to case proceedings. With the Civil Court ruling PSM had paid 30m rufiyaa ($1.9m) of the 70m rufiyaa to BIG. The case was appealed at the high court in 2021, after the appeal period expired. [Online, Approximate Words: 150]

[This is a Dhivehi-language news website formerly known as Voice of Free Press run by prominent journalist Ismail Rasheed. It carried original reporting, editorial and commentaries primarily on domestic political and socio-economic issues and does not favour Indian or Chinese involvement in the country.]

Source: BBC Monitoring in Dhivehi 20 Mar 24"
BBCMNF0020240305ek35003ml,Haiti Prime Minister Ariel Henry 'landed in Puerto Rico'-report,"By BBC Monitoring

An airplane allegedly carrying the Prime Minister of Haiti, Ariel Henry, whose whereabouts in the last few days had become a matter of intense speculation, ""landed"" in the US Caribbean territory of Puerto Rico, leading Puerto Rican daily El Nuevo Dia reported on a social media post published on 5 March.","The daily cited Sheila Anglero, spokesperson for the government of Puerto Rico, as confirming the news.

It added that Henry's plane had landed at the Luis Munoz Marin international airport in the territory's capital, San Juan, after it was allegedly ""denied permission"" to land in Haiti and in the Dominican Republic, the country that shares the island of Hispaniola with Haiti.

Henry had been in previous days in Kenya, negotiating with authorities there some details related to a proposed multinational police force that would be deployed in the Caribbean country, when a surge of civil unrest spread throughout the Haitian capital, Port au Prince.

Powerful armed gangs have demanded Henry's resignation.

According to El Nuevo Dia, Henry's airplane had taken off earlier on 5 March from Teterboro airport, near New York City. The daily did not confirm the source for this information.

Source: X (formerly Twitter) in Spanish 2141 gmt 5 Mar 24"
BBCMNF0020240316ek3g0005l,Somaliland says no base for Ethiopia without recognition,"By BBC Monitoring

Somaliland will not give Ethiopia access to the Gulf of Aden to build a naval base if does not recognise the self-declared republic as an independent state, its foreign minister has said.","On 1 January, Somaliland signed a memorandum of understanding (MoU) with Ethiopia to give the landlocked country a naval base on the Gulf of Aden in exchange for recognition.

The agreement was condemned by Somalia as an act of &#8220;aggression&#8221;. Mogadishu has since waged an international campaign against Ethiopia and recalled its ambassador from Addis Ababa.&#160;

&#8220;Three items in the MoU are currently in the public domain. Number one, we will not give a naval base to Ethiopia if it does not recognise us right away,&#8221; said Somaliland&#8217;s foreign minister Essa Kayd in a video his ministry posted on X (formerly Twitter) on 15 March.

Kayd&#8217;s comments followed reports that Ethiopia was considering abandoning its plan to recognise the self-proclaimed republic as an independent country due to international pressure.

See:&#160;Explainer: Ethiopia-Somalia&#160;row further fragments Horn of Africa

Source: X (formerly Twitter) in Somali 15 Mar 24"
BBCMNF0020240305ek350005l,Sudan's RSF seizes another town in central Gezira state,"By BBC Monitoring

Sudan's paramilitary Rapid Support Forces (RSF) said on 4 March that it had taken full control of Almadina Arab town in central Gezira state.","In a statement on X [formerly Twitter], the group said its fighters were advancing towards El Manaqil town in the state which is controlled by rival Sudan's military.

Almadina Arab is located west of the state's capital, Wad Madani, which RSF captured in December 2023 following days of heavy clashes.

Meanwhile, several Sudanese groups have accused the group of killing two doctors and abducting others during a raid on a hospital in the town.

Sudanese organisation that is active in Sudan and several African countries- said in a statement the targeting of health workers by RSF is ""unacceptable"".

The army has been mobilising troops to recapture Wad Madani from the RSF amid heavy fighting in Gezira state.

Source: X (formerly Twitter) in Arabic 4 Mar 24"
BBCMNF0020240326ek3q002s1,Iran renews claim to gas field disputed with Kuwait,"By BBC Monitoring

Iran's Vice-President for Legal Affairs Mohammad Dehqan has reiterated that his country would not retreat from its ""rights"" in the Arash offshore gas field in the Gulf.","Dehqan said on his account in Virasty - an Iranian version of X (formerly Twitter) - on 25 March: ""The Islamic Republic of Iran will not retreat from its unalienable right over the jointly-owned Arash gas field. Although we believe that the issue must be settled through talks with Kuwait, we will not allow that country, or any other country, to produce [gas] unilaterally, in breach of international law and disregarding our country's interests.""

Kuwait continues to reject Iranian claims. It says the field, which Arab countries call Durrah, belongs only to Kuwait and Saudi Arabia.

Dehqan warned on 8 March that Iran would start production in the disputed field if Kuwait did the same.

The Kuwait Petroleum Corporation, which leads the country's oil sector, said in October 2023 that the field would become operational by 2029, without waiting for a maritime border demarcation with Iran.

Source: Iranian social media platform Virasty in Persian 1743 gmt 25 Mar 24"
BBCMNF0020240329ek3t00105,"India, Ukraine discuss war; pledge to strengthen ties","By BBC Monitoring

Visiting Ukrainian Foreign Minister Dmytro Kuleba and his Indian counterpart S Jaishankar have discussed a range of issues, including the ongoing war against Russia, during their talks in Delhi on 29 March.&#160;","""An open and wide-ranging conversation with Ukraine FM @DmytroKuleba this afternoon. Our discussions focused on the ongoing conflict and its wider ramifications. Exchanged views on various initiatives in that context,"" Jaishankar said in a post on X.

The Indian minister said they also discussed global and regional issues ""of interest to both"" countries and the two sides pledged to strengthen bilateral&#160;cooperation.

They also co-chaired a review meeting of the India-Ukraine Inter-Governmental Commission.

&#8220;Our immediate goal is to get trade back to earlier levels,&#8221; Jaishankar said in another post on X.

For his part, Kuleba said he held ""sincere and comprehensive"" talks with Jaishankar on bilateral relations, regional issues and global security. &#160;&#8220;We paid specific attention to the Peace Formula and next steps on the path of its implementation,&#8221; he wrote on X.

He also said both sides ""agreed to restore the level of cooperation between our countries that existed prior to the full-scale war launched by Russia, as well as identify new promising projects to take our relations to the next level"".

Ahead of today's talks, Kuleba told reporters in Delhi on 28 March that Ukraine hopes to see India&#8217;s participation in an upcoming peace summit in Switzerland as it would convince other countries, especially in the Global South, to join efforts to find a diplomatic solution to the war.

India, a long-term ally of Moscow, has not openly criticised Russia&#8217;s invasion of Ukraine though it has repeatedly called for dialogue to end the conflict.

See also:&#160;Briefing: Media highlight Indian PM's phone call with Russia, Ukraine leaders

Source: X (formerly Twitter) in English 1101 GMT 29 Mar 24"
BBCMNF0020240325ek3p003s5,"Two killed, dozens injured in north-central Kenya 'bandit' attack","By BBC Monitoring

Two people have been killed and four others injured in the latest wave of violence in Kenya&#8217;s restive Samburu County, The Standard newspaper reported on X (formerly Twitter) on 25 March.","Clashes between cattle rustlers &#8211; often referred to as bandits &#8211; and security forces have persisted despite a year of sustained operations by more than 4,500 multi-agency officers in six counties in the north-central regions.

&#8220;Bandits shot two people dead and injured four at Porro in Samburu County. Twelve security personnel were admitted at Samburu referral hospital after they were involved in a road accident on the way to respond to the attack,&#8221; the report that included a 58-second video clip added.

Two victims who appeared in the video said they sustained gunshot wounds during the attack that took place at dawn on 24 March while they were heading to church.

At least 2,000 families have fled from parts of the North Rift in the past three months due to the violence.

See Briefing: Nineteen schools 'forced to close' amid insecurity in northern Kenya

Source: The Standard website, Nairobi, in English 25 Mar 24"
BBCMNF0020240305ek35002jp,Iran passive defence chief reports 200 cyber-attacks before elections,"By BBC Monitoring

The head of Iran's Passive Defence Organisation (PDO), Gholamreza Jalali, has said that in the month before the 1 March elections some 200 cyber-attacks were launched against the country's communications infrastructure.","On 5 March, the Islamic Revolution Guards Corps (IRGC) affiliated Tasnim News Agency cited Jalali as saying this on TV the previous day.

He was responding to a question regarding the cyber-security of the polls in which all identity verifications were conducted by the electoral administration online.

""The recent elections saw the passionate and enthusiastic participation of the public at a time when all kinds of media war and an adverse climate were being created by the enemy. This was to dissuade the public from coming to the ballot boxes. We must not forget, on the other hand, that the enemy mustered all his will to disrupt the electoral process. Of course, the objective of the defence officials was to hold a very calm set of elections with a high degree of security"", he noted.

On 20 February, the dissident hacking group Edalat-e Ali shared a post on X (formerly Twitter) in which it said that it had published a number of seized documents on its Telegram Channel. It added that it had uncovered more than three million documents seized from the Tehran judiciary. The group underlined communications between ""other corrupt organs of the state such as the Intelligence Ministry, IRGC intelligence and the National Security Council with the judiciary"".

Jalali noted that the 200 alleged cyber-attacks were mostly small scale but there were ""four or five big attacks"".&#160;

He added that ""some of these attacks were controlled and eliminated"" but he did not specifically say which cyber attacks proved successful.

Jalali also stressed that in the past six months some 100 DDoS attacks had been launched against the nation's communications infrastructure, which had been countered by the Communications Ministry.

See also: Briefing: Iran judiciary denies being hacked by cybergroup

Source: Tasnim news agency website, Tehran, in Persian 0558 GMT 5 Mar 24"
BBCMNF0020240316ek3g001p5,Afghan Taliban official leads religious delegation to Uzbekistan,"By BBC Monitoring

The Afghan Taliban de facto government's acting minister of hajj and religious affairs, Sheikh&#160;Noor Mohammad Saqeb, has embarked on an official visit to Uzbekistan on the invitation of Sheikh Nuridin Haliknazarov, the head of the Religious Administration of Muslims of Uzbekistan.","As announced in a&#160;statement on X&#160;(formerly Twitter) by the Ministry of Hajj and Religious Affairs on 16 March, the visit aims to bolster bilateral relations and cooperation and ensure coordination between the two countries in educational and religious areas.

Saqeb, leading a 10-member ""high-ranking delegation"" of religious scholars, will visit Tashkent, Samarkand, where the Afghan Taliban officials will meet officials from various Uzbek religious institutions, the statement added.

Source: X (formerly Twitter) in Persian 0853 GMT 16 Mar 24"
